smiles,isotropic_polarizability
O=C1C2C3C4CC2C1C34,74.07
O=C1C2C3C4CC2C1N34,70.73
O=C1C2C3C4CN2C1C34,70.37
O=C1C2C3C4OC2C1C34,66.15
N=C1C2C3CC(=O)N1C23,70.09
N=C1C2C3NC(=O)N1C23,66.29
N=C1C2C3OC(=N)N1C23,67.63
N=C1C2C3OC(=O)N1C23,62.56
N=C1CC2C3C2C(=O)N13,70.26
N=C1NC2C3C2C(=O)N13,66.98
N=C1OC2C3C2C(=O)C13,66.9
N=C1OC2C3C2C(=O)N13,63.08
O=C1C2C3C(CC2=O)N13,65.02
O=C1C2C3C1C(=O)CN23,66.12
O=C1C2C3CC(=O)C1C23,69.39
O=C1C2C3CC(=O)C1N23,66.25
O=C1C2C3CC(=O)N1C23,65.45
O=C1C2C3NC(=O)C1C23,65.44
O=C1C2C3NC(=O)N1C23,61.69
O=C1C2C3OC(=O)C1C23,61.68
O=C1C2C3OC(=O)N1C23,57.93
N=C1N2C3CC(C23)C1=O,70.2
N=C1N2CC3C2C3C1=O,70.76
O=C1C2C3C(CN23)C1=O,65.66
O=C1C2C3CC(C23)C1=O,69.04
O=C1C2C3CC(N23)C1=O,66.33
O=C1C2C3CN(C23)C1=O,65.96
O=C1C2C3NC(C23)C1=O,65.35
O=C1C2C3OC(C23)C1=O,61.64
O=C1C2CC3C2N3C1=O,65.25
N=C1N2C3CC1(C#N)C23,71.72
O=C1C2C3CC1(C#C)C23,76.49
O=C1C2C3CC1(C#C)N23,73.44
O=C1C2C3CC1(C#N)C23,70.8
O=C1C2C3CC1(C#N)N23,67.63
O=C1C2C3N2CC13C#C,72.84
O=C1C2C3N2CC13C#N,67.29
O=C1C2C3NC1(C#C)C23,73.04
O=C1C2C3NC1(C#N)C23,67.35
O=C1C2C3OC1(C#C)C23,69.22
O=C1C2C3OC1(C#N)C23,63.56
O=C1N2C3CC1(C#C)C23,72.3
O=C1N2C3CC1(C#N)C23,66.81
N=C1C2CC3N1C23C#C,79.78
N=C1C2CC3N1C23C#N,73.57
O=C1C2C3CC1C23C#C,78.58
O=C1C2C3CC1C23C#N,72.26
O=C1C2C3CN1C23C#C,74.52
O=C1C2C3CN1C23C#N,68.36
O=C1C2C3NC1C23C#C,75.04
O=C1C2C3NC1C23C#N,68.8
O=C1C2C3OC1C23C#C,70.95
O=C1C2C3OC1C23C#N,64.8
O=C1C2CC3N1C23C#C,74.24
O=C1C2CC3N1C23C#N,68.13
O=C1C2N3CC1C23C#C,74.65
O=C1C2N3CC1C23C#N,68.48
O=C1C2C3C=CC1CN23,71.95
O=C1C2C3CC1C=CC23,75.24
O=C1C2C3NC1C=CC23,71.95
O=C1C2C3OC1C=CC23,67.96
O=C1C2C3CC1CCC23,77.52
O=C1C2C3CC1CCN23,74.27
O=C1C2C3CC1COC23,70.78
O=C1C2C3CC1OCC23,71.15
O=C1C2C3CCC1CN23,74.04
O=C1C2C3CCC1OC23,70.28
O=C1C2C3CNC1CN23,71.15
O=C1C2C3COC1CN23,67.75
O=C1C2C3COC1OC23,63.57
O=C1C2C3NC1COC23,67.31
O=C1C2C3NCC1OC23,66.92
O=C1C2C3OC1COC23,63.7
O=C1C2C3CC2(C#C)C13,77.06
O=C1C2C3CC2(C#N)C13,71.34
O=C1C2C3NC2(C#C)C13,73.03
O=C1C2C3NC2(C#N)C13,67.37
O=C1C2C3OC2(C#C)C13,69.07
O=C1C2C3OC2(C#N)C13,63.47
O=C1C2N3CC2(C#C)C13,73.23
O=C1C2N3CC2(C#N)C13,67.7
O=C1C2C3CC2C3C1=O,70.5
O=C1C2C3CN2C3C1=O,67.49
O=C1C2C3OC2C3C1=O,62.27
O=C1C2C3CC1CC2O3,69.84
O=C1C2C3CC2CC1C3,77.41
O=C1C2C3CC2OC1C3,70.51
O=C1C2C3CC2OC1O3,63.26
O=C1C2C3CN2CC1C3,73.95
O=C1C2C3CN2CC1N3,70.85
O=C1C2C3CN2CC1O3,67.21
O=C1C2C3C4C(CN23)N14,67.05
O=C1C2C3CC4C(C23)C14,74.09
O=C1C2C3CC4C(C23)N14,70.18
O=C1C2C3CC4C1N4C23,70.48
O=C1C2C3CN4C(C23)C14,70.72
O=C1C2C3OC4C(C23)C14,66.84
O=C1N2C3CC4C(C23)N14,66.07
O=C1C2C3C4CN(C24)C13,71.36
O=C1C2C3C4CC2N4C13,71.32
O=C1C2C3CC4C3C1C24,74.9
O=C1C2C3CC4C3C1N24,71.54
O=C1C2C3CN4C3C1C24,71
O=C1C2C3OC4C3C1C24,67.36
O=C1C2C3C4C(CN24)N13,67.54
O=C1C2C3CC4C1C2N34,69.98
O=C1C2C3CC4C3C2C14,74.1
O=C1C2C3CC4C3C2N14,70.4
O=C1C2C3CC4C3N2C14,70.22
O=C1C2C3CN4C3C2C14,70.8
O=C1C2C3NC4C3N2C14,66.85
O=C1C2C3OC4C3C2C14,66.8
O=C1C2C3OC4C3N2C14,63.23
O=C1C2C=CC11CCC21,77.36
O=C1C2C=CC11CCN21,74.1
O=C1C2C=CC11COC21,69.91
O=C1C2C=CC11OCC21,69.9
O=C1C2C=CC1C1CC21,75
O=C1C2C=CC1C1NC21,71.66
O=C1C2C=CC1C1OC21,67.56
O=C1C2C=CC1N1CC21,71.85
O=C1C2C=CC1C21CC1,77.81
O=C1C2C=CC1C21CN1,74.17
O=C1C2C=CC1C21CO1,70.32
C#CC1C2C=CC1C2=O,76.2
N#CC1C2C=CC1C2=O,70.93
O=C1C2C=CC3CC2C13,76.03
O=C1C2C=CC3CN2C13,72.53
O=C1C2C=CC3OC2C13,68.43
O=C1C2CC(C2)C11CC1,79.83
O=C1C2CC(C2)C11CN1,76.32
O=C1C2CC(C2)C11CO1,72.42
O=C1C2CC(N2)C11CN1,72.97
O=C1C2CC(N2)C11CO1,69.16
O=C1C2CC(O2)C11CC1,72.51
O=C1C2CC(O2)C11CN1,69.03
O=C1C2CC(O2)C11CO1,65.15
O=C1C2CN(C2)C11CC1,76.16
O=C1C2CC(C2)C1C#C,78.34
O=C1C2CC(C2)C1C#N,73.07
O=C1C2CC(N2)C1C#N,69.75
O=C1C2CC(O2)C1C#C,71.21
O=C1C2CC(O2)C1C#N,66.06
O=C1C2CN(C2)C1C#C,74.71
O=C1C2CN(C2)C1C#N,69.42
O=C1C2CC(C=C2)C1=O,70.17
O=C1C2NC(C=C2)C1=O,67.13
O=C1C2OC(C=C2)C1=O,62.88
O=C1C2CC1(C=C2)C#C,78.13
O=C1C2CC1(C=C2)C#N,72.48
O=C1C2NC1(C=C2)C#C,74.76
O=C1C2NC1(C=C2)C#N,69.16
O=C1C2OC1(C=C2)C#C,71.14
O=C1C2OC1(C=C2)C#N,65.63
O=C1C2CC1(CC#C)C2,78.04
O=C1C2CC1(CC#C)N2,75.07
O=C1C2CC1(CC#C)O2,71.36
O=C1C2CC1(CC#N)C2,73.23
O=C1C2CC1(CC#N)N2,70.3
O=C1C2CC1(CC#N)O2,66.61
O=C1C2CC1(CC2)C#C,79.46
O=C1C2CC1(CC2)C#N,73.85
O=C1C2CC1(CN2)C#N,70.72
O=C1C2CC1(CO2)C#C,72.46
O=C1C2CC1(CO2)C#N,67.09
O=C1C2CC1(NC2)C#N,70.62
O=C1C2CC1(OC2)C#C,72.96
O=C1C2CC1(OC2)C#N,67.39
O=C1C2CCC1(N2)C#C,76.54
O=C1C2CCC1(N2)C#N,70.99
O=C1C2CCC1(O2)C#C,72.56
O=C1C2CCC1(O2)C#N,67.02
O=C1C2CC11CCC1C2,79.31
O=C1C2CC11CCC1O2,72.25
O=C1C2CC11CCN1C2,76.4
O=C1C2CC11COC1C2,71.99
O=C1C2CC11NCC1N2,72.28
O=C1C2CC11NCC1O2,68.82
O=C1C2CC11OCC1C2,71.64
O=C1C2CC11OCC1N2,68.26
O=C1C2CC11OCC1O2,64.77
O=C1C2CC3CCC13N2,76.42
O=C1C2CC3CCC13O2,72.04
O=C1C2CC3OCC13N2,69.15
O=C1C2CC3OCC13O2,65
O=C1C2CC1C(=O)C=C2,72.49
N=C1NCC2OC1C2=O,67.48
N=C1OCC2CC1C2=O,70.79
N=C1OCC2NC1C2=O,67.21
N=C1OCC2OC1C2=O,63.77
O=C1C2CC1C(=O)CC2,72.48
O=C1C2CC1C(=O)CN2,69.77
O=C1C2CC1C(=O)CO2,66.18
O=C1C2CC1C(=O)NC2,69.51
O=C1C2CC1C(=O)OC2,65.76
O=C1C2CCC(=O)C1N2,69.39
O=C1C2CCC(=O)C1O2,65.37
O=C1C2CNC(=O)C1N2,66.32
O=C1C2CNC(=O)C1O2,62.29
O=C1C2COC(=O)C1N2,62.6
O=C1C2COC(=O)C1O2,58.63
O=C1C2CC1C(=C2)C#C,82.53
O=C1C2CC1C(=C2)C#N,75.62
O=C1C2NC1C(=C2)C#C,79.05
O=C1C2NC1C(=C2)C#N,72.29
O=C1C2OC1C(=C2)C#C,75.12
O=C1C2OC1C(=C2)C#N,68.44
O=C1C2CC(C#C)C1N2,74.59
O=C1C2CC(C#C)C1O2,70.33
O=C1C2CC(C#N)C1N2,69.51
O=C1C2CC(C#N)C1O2,65.37
O=C1C2CC1C(C2)C#C,78.2
O=C1C2CC1C(C2)C#N,72.78
O=C1C2CC1C(N2)C#N,69.58
O=C1C2CC1C(O2)C#C,71.51
O=C1C2CC1C(O2)C#N,66.1
O=C1C2CC1C1(CC1)C2,79.34
O=C1C2CC1C1(CC1)O2,72.73
O=C1C2CC1C1(CN1)C2,75.8
O=C1C2CC1C1(CO1)C2,72.11
O=C1C2CC3(CC3)C1N2,76.42
O=C1C2CC3(CC3)C1O2,72.22
O=C1C2CC3(CN3)C1N2,72.77
O=C1C2CC3(CN3)C1O2,68.6
O=C1C2CC3(CO3)C1N2,69.1
O=C1C2CC3(CO3)C1O2,64.98
O=C1C2CC1C1CC1C2,77.68
O=C1C2CC1C1CC1O2,70.87
O=C1C2CC1C1CN1C2,74.68
O=C1C2CC1C1NC1C2,74.65
O=C1C2CC1C1OC1C2,70.7
O=C1C2CC1N1CC1C2,74.54
O=C1C2CC3CC3C1N2,74.68
O=C1C2CC3CC3C1O2,70.39
O=C1C2CC3NC3C1N2,71.49
O=C1C2CC3NC3C1O2,67.37
O=C1C2CC3OC3C1N2,67.6
O=C1C2CC3OC3C1O2,63.54
O=C1C2CN3CC3C1N2,71.77
O=C1C2CN3CC3C1O2,67.64
O=C1C2CC1C1CC2C1,77.88
O=C1C2CC1C1CC2O1,70.52
O=C1C2NC1C1CC2C1,74.1
O=C1C2NC1C1CC2O1,67
O=C1C2OC1C1CC2C1,70.62
O=C1C2OC1C1CC2O1,63.49
O=C1C2CC1C1CCC21,77.7
O=C1C2CC1C1OCC21,70.63
O=C1C2CC1N1CCC21,74.44
O=C1C2NC1C1CCC21,73.94
O=C1C2NC1C1OCC21,66.95
O=C1C2OC1C1CCC21,70.22
O=C1C2OC1C1OCC21,63.24
O=C1C2CC1C2CC#C,78.4
O=C1C2CC1C2CC#N,73.37
O=C1C2CC1N2CC#C,75.74
O=C1C2CC1N2CC#N,70.59
O=C1C2NC1C2CC#C,74.88
O=C1C2NC1C2CC#N,70.04
O=C1C2OC1C2CC#C,71.06
O=C1C2OC1C2CC#N,66.23
O=C1C2CC1C=CC=C2,78.61
O=C1C2NC1C=CC=C2,75.21
O=C1C2OC1C=CC=C2,71.62
O=C1C2CC1C=CCC2,80.14
O=C1C2CC1C=CCO2,73.63
O=C1C2CC1N=COC2,70.05
O=C1C2CCC=CC1N2,77.1
O=C1C2CCC=CC1O2,73.3
N=C1CC2CC(O1)C2=O,70.2
N=C1NC2CC(O1)C2=O,67.17
N=C1OC2CC(O1)C2=O,63.63
O=C1C2CC(=O)CC1N2,68.61
O=C1C2CC(=O)CC1O2,64.58
O=C1C2CC1CC(=O)C2,71.54
O=C1C2CC1NC(=O)C2,68.97
O=C1C2CC1NC(=O)N2,65.14
O=C1C2CC1OC(=O)C2,65.14
O=C1C2CC1OC(=O)N2,61.95
O=C1C2CC1OC(=O)O2,58.52
O=C1C2CC1CC=CC2,80.21
O=C1C2CC1OC=NC2,69.33
O=C1C2CC=CCC1N2,77.09
O=C1C2CC=CCC1O2,73.19
O=C1C2CC1CCCC2,81.23
O=C1C2CC1COCC2,74.74
O=C1C2CC1OCCC2,74.6
O=C1C2CC1OCCO2,68.1
O=C1C2CC1OCOC2,67.71
O=C1C2CCCCC1N2,78.16
O=C1C2CCCCC1O2,74.29
O=C1C2CCOCC1N2,71.63
O=C1C2CCOCC1O2,67.83
N=C1N2CC2C11CCO1,73.68
O=C1C2CC2C11CCC1,80
O=C1C2CC2C11CCO1,72.88
O=C1C2CC2C11COC1,72.45
O=C1C2CN2C11CCC1,76.42
O=C1C2CN2C11COC1,69.09
O=C1C2NC2C11CCC1,76.63
O=C1C2NC2C11CCO1,69.27
O=C1C2NC2C11COC1,69.05
O=C1C2OC2C11CCC1,72.56
O=C1C2OC2C11CCO1,65.43
O=C1C2OC2C11COC1,65.07
O=C1N2CC2C11CCC1,75.53
O=C1N2CC2C11CCO1,68.6
O=C1N2CC2C11COC1,68.27
O=C1C(C2CC2)C2CN12,75.88
O=C1C(C2CN12)N1CC1,72.7
O=C1C(C2CN2)C2CN12,70.96
O=C1C(C2CO2)C2CN12,67.67
O=C1C2CC2C1C1CC1,80.28
O=C1C2CC2C1C1CN1,75.21
O=C1C2CC2C1C1CO1,73.04
O=C1C2CC2C1N1CC1,77.48
O=C1C2CC2N1C1CC1,76.43
O=C1C2CN2C1C1CC1,75.49
O=C1C2CN2C1C1CN1,73.77
O=C1C2CN2C1C1CO1,69.87
O=C1C2NC2C1C1CC1,76.89
O=C1C2NC2C1C1CN1,73.4
O=C1C2NC2C1C1CO1,69.59
O=C1C2NC2C1N1CC1,73.17
O=C1C2OC2C1C1CC1,72.91
O=C1C2OC2C1C1CN1,69.46
O=C1C2OC2C1C1CO1,65.66
O=C1C2OC2C1N1CC1,70.09
O=C1C(CC#C)C2CN12,74
O=C1C(CC#N)C2CN12,69.13
O=C1C2CC2C1CC#C,78.34
O=C1C2CC2C1CC#N,73.41
O=C1C2CC2N1CC#C,74.36
O=C1C2CC2N1CC#N,69.58
O=C1C2CN2C1CC#C,75.41
O=C1C2CN2C1CC#N,70.45
O=C1C2NC2C1CC#C,74.86
O=C1C2NC2C1CC#N,69.94
O=C1C2OC2C1CC#C,70.7
O=C1C2OC2C1CC#N,65.85
O=C1C2CC(C2)C2CN12,74.97
O=C1C2CC(O2)C2CN12,67.4
O=C1C2CC2C2CC1C2,78.42
O=C1C2CC2C2CC1O2,70.78
O=C1C2CN2C2CC1C2,75.34
O=C1C2NC2C2CC1C2,74.99
O=C1C2NC2C2CC1O2,67.37
O=C1C2OC2C2CC1C2,71.03
O=C1C2OC2C2CC1O2,63.48
O=C1C2CC2C2CCC12,77.91
O=C1C2CC2C2CCN12,75.34
O=C1C2CC2C2COC12,71.02
O=C1C2CC2C2OCC12,70.84
O=C1C2CC2N2CCC12,74.85
O=C1C2CCC2C2CN12,73.94
O=C1C2CN2C2CCC12,74.54
O=C1C2CN2C2COC12,67.72
O=C1C2COC2C2CN12,67.22
O=C1C2NC2C2CCC12,74.7
O=C1C2NC2C2CCN12,72.06
O=C1C2NC2C2COC12,67.65
O=C1C2NC2C2OCC12,67.48
O=C1C2OC2C2CCC12,71.01
O=C1C2OC2C2CCN12,68.35
O=C1C2OC2C2COC12,63.98
O=C1C2OC2C2OCC12,63.84
O=C1C2OCC2C2CN12,67.17
O=C1N2CC2C2CCN12,71.13
N=C1N2CC2C=C1C#N,76.97
O=C1C2CC2C=C1C#C,82.11
O=C1C2CC2C=C1C#N,75.47
O=C1C2NC2C=C1C#C,78.21
O=C1C2NC2C=C1C#N,71.47
O=C1C2OC2C=C1C#C,73.71
O=C1C2OC2C=C1C#N,67.07
O=C1N2CC2C=C1C#C,78.5
O=C1N2CC2C=C1C#N,71.94
O=C1C2CC2CC11CC1,79.57
O=C1C2CC2CC11CN1,76.24
O=C1C2CC2CC11CO1,72.26
O=C1C2CC2NC11CC1,76.25
O=C1C2CC2OC11CC1,73.31
O=C1C2CN2CC11CC1,76.31
O=C1C2CN2CC11CN1,73.05
O=C1C2CN2CC11CO1,69.02
O=C1C2NC2CC11CC1,76.17
O=C1C2NC2CC11CN1,72.79
O=C1C2NC2CC11CO1,68.74
O=C1C2OC2CC11CC1,72.35
O=C1C2OC2CC11CN1,68.98
O=C1C2OC2CC11CO1,65
O=C1N2CC2CC11CC1,75.77
O=C1N2CC2CC11CN1,72.39
O=C1N2CC2CC11CO1,68.52
O=C1C(CC2CN12)C#C,74.58
O=C1C(CC2CN12)C#N,69.68
O=C1C2CC2CC1C#C,77.84
O=C1C2CC2CC1C#N,72.74
O=C1C2CC2NC1C#C,74.22
O=C1C2CC2NC1C#N,69.13
O=C1C2CC2OC1C#C,70.84
O=C1C2CC2OC1C#N,65.82
O=C1C2CN2CC1C#C,74.67
O=C1C2CN2CC1C#N,69.67
O=C1C2NC2CC1C#C,74.46
O=C1C2NC2CC1C#N,69.4
O=C1C2OC2CC1C#C,70.71
O=C1C2OC2CC1C#N,65.69
O=C1C2CC2CC2CC12,79.18
O=C1C2CC2CC2CN12,75.29
O=C1C2CC2CC2NC12,76.02
O=C1C2CC2CC2OC12,72.24
O=C1C2CC2CN2CC12,76.17
O=C1C2CC2OC2CC12,72.18
O=C1C2CN2CC2CN12,72.07
O=C1C2CN2CC2NC12,73.08
O=C1C2CN2CC2OC12,69.35
O=C1C2NC2CC2CN12,72
O=C1C2NC2CC2NC12,72.92
O=C1C2NC2CC2OC12,69.12
O=C1C2OC2CC2CN12,68.24
O=C1C2OC2CC2OC12,65.31
O=C1N2CC2CC2CN12,72
O=C1C2CC3(C2)OCC13,72.2
O=C1C2CC3(CCC13)C2,79.91
O=C1C2CC3(CCC13)O2,72.66
O=C1C2CC3(CNC13)N2,72.89
O=C1C2CC3(CNC13)O2,68.93
O=C1C2CC3(COC13)C2,72.49
O=C1C2CC3(COC13)N2,69.37
O=C1C2CC3(COC13)O2,65.45
N=C1N2CC3C2C13C#N,72.83
O=C1C2CC3C2C13C#C,77.7
O=C1C2CC3C2C13C#N,71.76
O=C1C2CC3N2C13C#C,74.3
O=C1C2CC3N2C13C#N,68.4
O=C1C2CN3C2C13C#C,74.1
O=C1C2CN3C2C13C#N,68.18
O=C1C2NC3C2C13C#C,74.02
O=C1C2NC3C2C13C#N,68.15
O=C1C2OC3C2C13C#C,70.31
O=C1C2OC3C2C13C#N,64.52
O=C1N2CC3C2C13C#C,73.7
O=C1N2CC3C2C13C#N,67.96
O=C1C2CC3C2C=CC13,75.45
O=C1C2CN3C2C=CC13,71.6
O=C1C2OC3C2C=CC13,67.83
O=C1C2CC3C1CCN23,74.25
O=C1C2CC3C2CCC13,77.68
O=C1C2CC3C2COC13,70.81
O=C1C2CC3C2OCC13,70.57
O=C1C2CN3C2CCC13,73.88
O=C1C2NC3C2COC13,66.96
O=C1C2NC3C2OCC13,66.82
O=C1C2OC3C2CCC13,69.83
O=C1C2OC3C2COC13,63.18
O=C1C2OC3C2OCC13,63.01
N=C1C2OC3C4C3N1C24,68.35
O=C1C2C3C4C(CN13)N24,67.39
O=C1C2C3C4CN1C2C34,70.23
O=C1C2CC3C4C1C2N34,70.05
O=C1C2CC3C4C2C1N34,70.87
O=C1C2CC3C4C3C1C24,74.02
O=C1C2CC3C4C3N1C24,70.06
O=C1C2CC3C4C3N2C14,70.47
O=C1C2CN3C4C3C1C24,70.87
O=C1C2OC3C4C3C1C24,66.76
O=C1C2OC3C4C3N1C24,63.12
N=C1C2OC3C=CN1C23,70.1
O=C1C2C=CC3CN1C23,72.56
O=C1C2CC3C=CC1C23,76.38
O=C1C2CC3C=CC1N23,72.81
O=C1C2CC3C=CN1C23,72
O=C1C2CC3N=CN1C23,67.96
O=C1C2CN3C=NC1C23,68.23
O=C1C2NC3C=CN1C23,68.38
O=C1C2OC3C=CC1C23,68.86
O=C1C2OC3C=CN1C23,64.82
O=C1C2CC3C=CC2C13,75.59
O=C1C2OC3C=CC2C13,68.8
O=C1C2CC3CC1CC23,77.44
O=C1C2CC3CC1CN23,73.58
O=C1C2CC3CC1OC23,69.87
O=C1C2CC3OC1CC23,70.66
O=C1C2CC3OC1OC23,62.98
O=C1C2NC3CC1NC23,70.26
O=C1C2NC3CC1OC23,66.44
O=C1C2OC3CC1CC23,70.15
O=C1C2OC3CC1NC23,66.66
O=C1C2OC3CC1OC23,62.93
O=C1C2CC3CC1C2O3,70.11
O=C1C2CC3CC1N2C3,73.97
O=C1C2CC3CC2C1C3,77.68
O=C1C2CC3CC2C1O3,70.78
O=C1C2CC3OC2C1O3,63.11
O=C1C2OC3CC2C1O3,63.49
O=C1C2CC3CC2CC13,77.15
O=C1C2CC3CC2OC13,70.06
O=C1C2CC3OC2CC13,69.99
O=C1C2CC3OC2OC13,62.74
O=C1C2CN3CC2CC13,73.48
O=C1C2NC3CC2NC13,70.75
O=C1C2NC3CC2OC13,66.92
O=C1C2OC3CC2OC13,63.2
N=C1C2OC3CCN1C23,72.57
N=C1C2OCC3CN1C23,71.77
O=C1C2CC3CCC1C23,77.65
O=C1C2CC3CCC1N23,73.9
O=C1C2CC3CCN1C23,74.31
O=C1C2CC3COC1C23,71.05
O=C1C2CC3OCC1C23,71.03
O=C1C2CCC3CN1C23,73.7
O=C1C2CCC3OC1C23,70.91
O=C1C2COC3CN1C23,67.41
O=C1C2OC3CCN1C23,67.55
O=C1C2OC3COC1C23,64.06
O=C1C2OCC3CN1C23,66.73
O=C1C2CC3CCC2C13,77.88
O=C1C2CC3CCN2C13,74.4
O=C1C2CC3COC2C13,70.65
O=C1C2CC3OCC2C13,70.78
O=C1C2CN3CCC2C13,74.48
O=C1C2NC3COC2C13,67.29
O=C1C2OC3CCC2C13,71.08
O=C1C2OC3COC2C13,63.91
O=C1C2OC3OCC2C13,63.79
O=C1C2CC=CC1C=C2,76.8
O=C1C2NC=NC1C=C2,69.45
O=C1C2OC=NC1C=C2,65.25
O=C1C2CCC(C2)C1=O,71.49
O=C1C2CCC(N2)C1=O,69.09
O=C1C2CCC(O2)C1=O,64.58
O=C1C2COC(C2)C1=O,64.81
O=C1C2COC(O2)C1=O,57.81
O=C1C2CCC11CCC21,78.92
O=C1C2CCC11CCN21,76.02
O=C1C2CCC11COC21,71.52
O=C1C2CCC11OCC21,71.33
O=C1C2CNC11COC21,68
O=C1C2COC11CCC21,71.93
O=C1C2COC11CNC21,68.51
O=C1C2COC11COC21,64.65
O=C1C2OCC11CCC21,71.97
O=C1C2OCC11COC21,64.72
O=C1C2OCC11OCC21,64.59
O=C1C2CCC1C1CC21,77.17
O=C1C2CCC1C1NC21,73.79
O=C1C2CCC1C1OC21,69.65
O=C1C2CCC1N1CC21,73.97
O=C1C2COC1C1CC21,70.22
O=C1C2COC1C1NC21,66.84
O=C1C2COC1C1OC21,62.8
O=C1C2OCC1N1CC21,67.03
O=C1C2CCC1C21CC1,79.6
O=C1C2CCC1C21CN1,75.72
O=C1C2CCC1C21CO1,71.78
O=C1C2COC1C21CC1,73.07
O=C1C2COC1C21CN1,69.26
O=C1C2COC1C21CO1,65.18
C#CC1C2CCC1C2=O,77.98
N#CC1C2CCC1C2=O,72.56
O=C1C2CNC1C2C#N,70.23
O=C1C2COC1C2C#C,71.56
O=C1C2COC1C2C#N,66.38
O=C1C2CC=CC1CO2,72.53
O=C1C2CCC1C=CC2,79.01
O=C1C2CCC1N=CN2,72
O=C1C2CCC1N=CO2,67.85
O=C1C2CNC1C=CC2,75.57
O=C1C2COC1C=CC2,71.93
O=C1C2OCC1N=CO2,60.91
O=C1C2CCC1CCC2,80.37
O=C1C2CCC1COC2,73.94
O=C1C2CCC1OCC2,73.72
O=C1C2CCC1OCO2,66.61
O=C1C2CCNC1CN2,73.96
O=C1C2CCOC1CN2,70.5
O=C1C2CNC1COC2,70.53
O=C1C2COC1CCC2,73.76
O=C1C2CCOC1CO2,67.21
O=C1C2COC1COC2,67.34
O=C1C2COC1OCC2,66.81
N=C1C2OCC22CCN12,73.92
O=C1C2CCC22CCC12,79.77
O=C1C2CCC22CCN12,75.97
O=C1C2CCC22COC12,72.68
O=C1C2CCC22OCC12,72.6
O=C1C2CNC22COC12,69.37
O=C1C2COC22CNC12,68.87
O=C1C2COC22COC12,65.51
O=C1C2OCC22CCN12,68.82
O=C1C2OCC22COC12,65.68
N=C1N2CCC2C11CO1,74.48
O=C1C2CCC2C11CC1,80.54
O=C1C2CCC2C11CN1,77.05
O=C1C2CCC2C11CO1,72.85
O=C1C2CCN2C11CC1,77.16
O=C1C2COC2C11CC1,73.73
O=C1C2COC2C11CN1,70.23
O=C1C2COC2C11CO1,65.95
O=C1C2OCC2C11CC1,73.49
O=C1C2OCC2C11CN1,70.01
O=C1C2OCC2C11CO1,65.85
O=C1N2CCC2C11CC1,77.17
O=C1N2CCC2C11CN1,73.79
O=C1N2CCC2C11CO1,69.85
O=C1C(C#C)C2CCN12,74.82
O=C1C(C#N)C2CCN12,69.72
O=C1C2CCC2C1C#C,78.66
O=C1C2CCC2C1C#N,73.34
O=C1C2CCN2C1C#C,75.21
O=C1C2CCN2C1C#N,69.89
O=C1C2C[NH2+]C2[C-]1C#N,76.14
O=C1C2COC2C1C#C,71.82
O=C1C2COC2C1C#N,66.6
O=C1C2[NH2+]CC2[C-]1C#N,79.08
O=C1C2OCC2C1C#C,71.73
O=C1C2CCC3CC2C13,77.86
O=C1C2CCC3CN2C13,74.25
O=C1C2CCC3OC2C13,70.21
O=C1C2CCN3CC2C13,74.53
O=C1C2CNC3CN2C13,71.05
O=C1C2COC3CC2C13,71.13
O=C1C2COC3CN2C13,67.63
O=C1C2NCC3OC2C13,66.84
O=C1C2OCC3CC2C13,71.14
O=C1C2OCC3NC2C13,67.35
O=C1C2OCC3OC2C13,63.66
O=C1C2CCCC1C=C2,78.73
O=C1C2CCOC1C=C2,71.98
O=C1C2COCC1C=C2,72.18
O=C1C2OCOC1C=C2,64.7
O=C1C=C(C#C)C2CC12,83.93
O=C1C=C(C#C)C2CN12,80.06
O=C1C=C(C#C)C2NC12,80.61
O=C1C=C(C#C)C2OC12,76.61
O=C1C=C(C#N)C2CC12,76.36
O=C1C=C(C#N)C2NC12,72.85
O=C1C=C(C#N)C2OC12,68.76
O=C1C=C2C3C4C(C13)N24,72.8
O=C1C=C2C3C4C1C2N34,72.53
O=C1C=C2C3C4C2C1N34,73.31
O=C1C=C2C3C4C3C1C24,76.87
O=C1C=C2C3C4C3N1C24,77.87
O=C1C=C2C=CC3C1C23,79.45
O=C1C=C2C=CC3C2N13,88.23
O=C1C=C2CC3CC1C23,79.33
O=C1C=C2CC3CN1C23,74.8
O=C1C=C2CC3OC1C23,72.69
O=C1C=C2CN3CC1C23,76.1
O=C1C=C2NC3CC1C23,75.93
O=C1C=C2NC3CN1C23,71.74
O=C1C=C2CCC3C1C23,79.07
O=C1C=C2CCC3C2N13,74.8
O=C1C=C2CCN3C1C23,75.45
O=C1C=C2COC3C1C23,72.22
O=C1C=C2NCC3C1C23,75.08
O=C1C=C2NCC3C2N13,70.84
C1CC12C(=O)C=CC2=O,73.74
O=C1C=CC(=O)C11CN1,70.53
O=C1C=CC(=O)C11CO1,66.73
O=C1C=CC(=O)C1C#C,71.83
O=C1C=CC(=O)C2CC12,73.68
O=C1C=CC(=O)C2NC12,70.15
O=C1C=CC(=O)C2OC12,66.5
O=C1C=CC(C#C)C1=O,72.02
O=C1C=CC(C#N)C1=O,66.68
N=C1C=CC2(CN12)C#N,75.33
O=C1C=CC2(CC12)C#C,78.79
O=C1C=CC2(CC12)C#N,73.09
O=C1C=CC2(CN12)C#C,75.05
