smiles,f1-CAM
[H]C1([H])C2([H])C([H])([H])C1([H])C2([H])C#N,0
[H]N1C2([H])C([H])([H])C1([H])C2([H])C#N,0
[H]C1([H])C2([H])OC1([H])C2([H])C#N,0.0001
[H]C1([H])N2C([H])([H])C1([H])C2([H])C#N,0.019
[H]C(=O)C1([H])C2([H])C([H])([H])C1([H])C2([H])[H],0.0002
[H]C(=O)C1([H])C2([H])OC1([H])C2([H])[H],0.0004
[H]C(=O)C1([H])N2C([H])([H])C1([H])C2([H])[H],0.0003
[H]C(=O)N1C2([H])C([H])([H])C1([H])C2([H])[H],0.0071
[H]C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C1([H])C2([H])[H],0.0276
[H]C([H])([H])C([H])([H])C1([H])C2([H])OC1([H])C2([H])[H],0.0015
[H]C([H])([H])OC1([H])C2([H])C([H])([H])C1([H])C2([H])[H],0.0256
[H]C([H])([H])OC1([H])C2([H])OC1([H])C2([H])[H],0.0031
[H]OC([H])([H])C1([H])C2([H])C([H])([H])C1([H])C2([H])[H],0.0005
[H]OC([H])([H])C1([H])C2([H])OC1([H])C2([H])[H],0.0008
[H]OC([H])([H])C1([H])N2C([H])([H])C1([H])C2([H])[H],0.0063
[H]C1([H])C([H])([H])C([H])(C2([H])C([H])([H])C2([H])[H])C1([H])[H],0
[H]C1([H])OC([H])(C2([H])C([H])([H])C2([H])[H])C1([H])[H],0.0045
[H]C1([H])OC([H])([H])C1([H])C1([H])C([H])([H])C1([H])[H],0.0008
[H]C1([H])N(C2([H])C([H])([H])C([H])([H])C2([H])[H])C1([H])[H],0.0059
[H]C1([H])OC([H])([H])C1([H])N1C([H])([H])C1([H])[H],0.0029
[H]N1C([H])([H])C1([H])C1([H])OC([H])([H])C1([H])[H],0.0027
[H]C1([H])OC1([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],0.0128
[H]C1([H])OC([H])(C2([H])OC2([H])[H])C1([H])[H],0.0014
[H]C1([H])OC1([H])C1([H])C([H])([H])OC1([H])[H],0.0007
[H]C1([H])C2([H])C([H])([H])C1([H])C21C([H])([H])C1([H])[H],0.0072
[H]C1([H])C2([H])OC1([H])C21C([H])([H])C1([H])[H],0.0026
[H]N1C([H])([H])C12C1([H])OC2([H])C1([H])[H],0.0095
[H]C1([H])OC12C1([H])C([H])([H])C2([H])C1([H])[H],0.0022
[H]C1([H])OC12C1([H])OC2([H])C1([H])[H],0.0026
[H]C([H])([H])C1([H])C2([H])C3([H])C([H])([H])C2([H])C13[H],0.0159
[H]C([H])([H])C1([H])N2C3([H])C([H])([H])C2([H])C13[H],0.0069
[H]C([H])([H])C1([H])C2([H])N3C([H])([H])C2([H])C31[H],0.0034
[H]C([H])([H])C1([H])C2([H])C3([H])OC2([H])C31[H],0
[H]C([H])([H])N1C2([H])C3([H])C([H])([H])C2([H])C13[H],0.0063
[H]N1C2([H])C3([H])N(C([H])([H])[H])C2([H])C13[H],0.0067
[H]C([H])([H])N1C2([H])C3([H])OC2([H])C13[H],0.0024
[H]OC1([H])C2([H])C3([H])C([H])([H])C2([H])C13[H],0.0027
[H]OC1([H])C2([H])N3C([H])([H])C2([H])C31[H],0.0068
[H]OC1([H])C2([H])C3([H])OC2([H])C13[H],0.0001
[H]C1=C([H])C2([H])C3([H])C([H])([H])C2([H])C13[H],0.0443
[H]C1=C([H])C2([H])N3C([H])([H])C2([H])C13[H],0.0071
[H]C1=C([H])C2([H])C3([H])OC2([H])C13[H],0.0472
[H]C1([H])C([H])([H])C2([H])C3([H])C([H])([H])C2([H])C13[H],0
[H]C1([H])OC2([H])C3([H])C([H])([H])C2([H])C13[H],0.0032
[H]C1([H])C([H])([H])C2([H])C3([H])OC2([H])C13[H],0.0004
[H]C1([H])OC2([H])C3([H])OC2([H])C13[H],0.0007
[H]C1([H])N2C3([H])C(=O)C1([H])C23[H],0.001
[H]C1([H])C2([H])C(=O)C3([H])C1([H])C23[H],0.0002
[H]C12C(=O)C3([H])N1C3([H])C2([H])[H],0.0006
[H]C1([H])N2C(=O)C3([H])C2([H])C13[H],0.0022
[H]C12OC3([H])C([H])(C1=O)C23[H],0.0005
[H]C1([H])C2([H])C(=O)N3C1([H])C32[H],0.0009
[H]C([H])([H])C1([H])C2([H])N3C([H])([H])C1([H])C32[H],0.006
[H]C([H])([H])C1([H])C2([H])C([H])([H])C3([H])C1([H])C23[H],0.0096
[H]C([H])([H])C1([H])C2([H])N3C([H])(C2([H])[H])C31[H],0.019
[H]C([H])([H])C1([H])N2C([H])([H])C3([H])C2([H])C13[H],0.0044
[H]C([H])([H])C1([H])C2([H])OC3([H])C2([H])C31[H],0.0005
[H]C([H])([H])C1([H])N2C3([H])C([H])([H])C1([H])C23[H],0.0066
[H]C([H])([H])N1C2([H])C([H])([H])C3([H])C1([H])C23[H],0.0028
[H]OC1([H])C2([H])N3C([H])([H])C1([H])C32[H],0.0037
[H]OC1([H])C2([H])C([H])([H])C3([H])C1([H])C23[H],0.0041
[H]OC1([H])C2([H])N3C([H])(C2([H])[H])C31[H],0.0134
[H]OC1([H])C2([H])OC3([H])C1([H])C23[H],0.0012
[H]C1([H])C2([H])C([H])([H])C1([H])C1([H])C([H])([H])C21[H],0.0074
[H]C1([H])C2([H])OC1([H])C1([H])C([H])([H])C21[H],0.0006
[H]C1([H])N2C3([H])C([H])([H])C([H])(C3([H])[H])C21[H],0.0032
[H]C1([H])C2([H])C([H])([H])C1([H])C1([H])OC12[H],0.0125
[H]N1C2([H])C3([H])OC([H])(C3([H])[H])C12[H],0.0033
[H]C1([H])C2([H])OC1([H])C1([H])OC21[H],0.0025
[H]C1([H])C([H])([H])C2([H])C1([H])C1([H])C([H])([H])C21[H],0.0011
[H]C1([H])OC2([H])C1([H])C1([H])C([H])([H])C21[H],0.0045
[H]C1([H])OC2([H])C1([H])N1C([H])([H])C12[H],0.0165
[H]C1([H])C([H])([H])C2([H])C3([H])OC3([H])C12[H],0.0108
[H]N1C2([H])C3([H])OC([H])([H])C3([H])C12[H],0.0028
[H]C1([H])OC2([H])C3([H])OC3([H])C12[H],0.0041
[H]C([H])([H])C1([H])C2([H])C3([H])C([H])([H])C3([H])C12[H],0.001
[H]C([H])([H])C1([H])N2C3([H])C([H])([H])C3([H])C21[H],0.0097
[H]C([H])([H])C1([H])C2([H])N3C([H])([H])C3([H])C21[H],0.0114
[H]N1C2([H])C1([H])C1([H])C([H])(C([H])([H])[H])C21[H],0.0041
[H]C([H])([H])C1([H])C2([H])C3([H])OC3([H])C12[H],0.0003
[H]C([H])([H])N1C2([H])C1([H])C1([H])C([H])([H])C21[H],0.0007
[H]N1C2([H])C1([H])C1([H])N(C([H])([H])[H])C21[H],0.0018
[H]C([H])([H])N1C2([H])C3([H])OC3([H])C12[H],0.0017
[H]OC1([H])C2([H])C3([H])C([H])([H])C3([H])C12[H],0.0059
[H]OC1([H])C2([H])N3C([H])([H])C3([H])C12[H],0.0125
[H]OC1([H])C2([H])C3([H])N([H])C3([H])C12[H],0.0028
[H]OC1([H])C2([H])C3([H])OC3([H])C12[H],0.0014
[H]N1C2([H])C([H])([H])N3C([H])([H])C3([H])C12[H],0.0049
[H]C1([H])N2C([H])([H])C2([H])C2([H])OC12[H],0.013
[H]C1([H])C2([H])C([H])([H])C2([H])C2([H])C([H])([H])C12[H],0.0005
[H]C1([H])C2([H])OC2([H])C2([H])C([H])([H])C12[H],0.0001
[H]N1C2([H])C([H])([H])C3([H])N([H])C3([H])C12[H],0.0043
[H]N1C2([H])C([H])([H])C3([H])OC3([H])C12[H],0.0034
[H]C1([H])C2([H])OC2([H])C2([H])OC12[H],0.0026
[H]C1([H])C2([H])OC3([H])C([H])([H])C3([H])C12[H],0.0066
[H]C([H])([H])C1([H])C([H])([H])C1([H])C1([H])C([H])([H])C1([H])[H],0.001
[H]C([H])([H])C1([H])C([H])([H])C1([H])C1([H])OC1([H])[H],0.014
[H]C([H])([H])C1([H])C([H])([H])C1([H])N1C([H])([H])C1([H])[H],0.0404
[H]C([H])([H])C1([H])N(C2([H])C([H])([H])C2([H])[H])C1([H])[H],0.0234
[H]N1C([H])([H])C1([H])C1([H])N([H])C1([H])C([H])([H])[H],0.0088
[H]N1C([H])(C([H])([H])[H])C1([H])C1([H])OC1([H])[H],0.0026
[H]C([H])([H])C1([H])OC1([H])C1([H])C([H])([H])C1([H])[H],0.0251
[H]N1C([H])([H])C1([H])C1([H])OC1([H])C([H])([H])[H],0.0062
[H]C([H])([H])C1([H])OC1([H])C1([H])OC1([H])[H],0.023
[H]C([H])([H])N1C([H])([H])C1([H])C1([H])C([H])([H])C1([H])[H],0.0187
[H]N1C([H])([H])C1([H])C1([H])N(C([H])([H])[H])C1([H])[H],0.0074
[H]C([H])([H])N1C([H])([H])C1([H])C1([H])OC1([H])[H],0.0051
[H]OC1([H])C([H])([H])C1([H])C1([H])C([H])([H])C1([H])[H],0.0019
[H]OC1([H])C([H])([H])C1([H])C1([H])OC1([H])[H],0.0064
[H]OC1([H])C([H])([H])C1([H])N1C([H])([H])C1([H])[H],0.0046
[H]C1([H])C2([H])C([H])([H])C3([H])C([H])([H])C1([H])C23[H],0
[H]C1([H])C2([H])N3C1([H])C([H])([H])C3([H])C2([H])[H],0.024
[H]C1([H])C2([H])OC3([H])C([H])([H])C1([H])C23[H],0.0005
[H]C1([H])N2C([H])([H])C3([H])OC1([H])C23[H],0.0009
[H]C1=C([H])C2([H])C3([H])C([H])([H])C1([H])C23[H],0.0737
[H]C1=C([H])C2([H])C3([H])OC1([H])C32[H],0.0374
[H]C1=C2C([H])([H])C3([H])C2([H])C3([H])C1([H])[H],0.07
[H]C1([H])N=C2OC3([H])C2([H])C13[H],0.0086
[H]C1([H])C([H])([H])C2([H])C3([H])C([H])([H])C1([H])C23[H],0.0069
[H]C1([H])OC2([H])C([H])([H])C3([H])C1([H])C23[H],0.0023
[H]C1([H])OC2([H])C3([H])C([H])([H])C1([H])C23[H],0.007
[H]C1([H])OC2([H])C([H])([H])N3C1([H])C32[H],0.0121
[H]C1([H])C([H])([H])C2([H])C3([H])OC1([H])C32[H],0.001
[H]C1([H])OC2([H])C3([H])OC1([H])C23[H],0.0026
[H]C1([H])C2([H])C3([H])N4C3([H])C1([H])C42[H],0.0296
[H]C1([H])C2([H])N3C4([H])C3([H])C2([H])C14[H],0.0019
[H]C1([H])C2([H])C3([H])C1([H])C1([H])C2([H])C31[H],0.0003
[H]C1([H])N2C3([H])C1([H])C1([H])C2([H])C31[H],0.0076
[H]C1([H])C2([H])N3C1([H])C1([H])C3([H])C21[H],0.0013
[H]C12OC3([H])C1([H])N1C2([H])C13[H],0.0272
[H]C12OC3([H])C1([H])C1([H])C2([H])C31[H],0.0015
[H]C1([H])C2([H])C3([H])C2([H])C2([H])C1([H])C32[H],0.0004
[H]C1([H])N2C3([H])C2([H])C2([H])C1([H])C32[H],0.0002
[H]C1([H])C2([H])N3C2([H])C2([H])C3([H])C12[H],0.0036
[H]C12OC3([H])C4([H])C1([H])C2([H])C34[H],0
[H]C#Cc1c([H])c([H])nn1[H],0.2868
[H]C#Cc1onc([H])c1[H],0.2807
[H]C#Cc1c([H])nnn1[H],0.0029
[H]C#Cc1onnc1[H],0.0024
[H]C#Cc1c([H])nn([H])c1[H],0.1946
[H]C#Cc1nnn([H])c1[H],0.0091
[H]C#Cc1c([H])noc1[H],0.1339
[H]C#Cc1nnoc1[H],0.0687
[H]C#Cc1nc([H])no1,0.0014
[H]C#Cc1nn([H])c([H])c1[H],0.2074
[H]C#Cc1nc([H])n([H])n1,0
[H]C#Cc1nn([H])nc1[H],0.214
[H]C#Cc1nnn([H])n1,0.0007
[H]C#Cc1noc([H])c1[H],0.0005
[H]C#Cc1noc([H])n1,0.0003
[H]C#Cc1nonc1[H],0.0007
[H]C#Cc1nnon1,0.0034
[H]c1nn2c(c1[H])C([H])([H])C2([H])[H],0.0653
[H]c1nnn2c1C([H])([H])C2([H])[H],0.0089
[H]c1nc2n(n1)C([H])([H])C2([H])[H],0.0035
[H]c1nn([H])c(C([H])([H])[H])c1C([H])([H])[H],0.1228
[H]c1noc(C([H])([H])[H])c1C([H])([H])[H],0.1444
[H]n1nnc(C([H])([H])[H])c1C([H])([H])[H],0.0095
[H]C([H])([H])c1nnoc1C([H])([H])[H],0.0079
[H]c1nn([H])c(C([H])([H])[H])c1N([H])[H],0.0385
[H]c1noc(C([H])([H])[H])c1N([H])[H],0.1114
[H]N([H])c1nnn([H])c1C([H])([H])[H],0.1045
[H]N([H])c1nnoc1C([H])([H])[H],0.1028
[H]c1nn([H])c(N([H])[H])c1C([H])([H])[H],0.0152
[H]N([H])c1c(C([H])([H])[H])nnn1[H],0.0314
[H]c1noc(N([H])[H])c1C([H])([H])[H],0.087
[H]N([H])c1onnc1C([H])([H])[H],0.148
[H]Oc1c([H])nn([H])c1C([H])([H])[H],0.0001
[H]Oc1nnn([H])c1C([H])([H])[H],0.1575
[H]Oc1nnoc1C([H])([H])[H],0.1353
[H]Oc1c(C([H])([H])[H])c([H])nn1[H],0.001
[H]c1c(C([H])([H])[H])nn([H])c1C([H])([H])[H],0.0864
[H]c1c(C([H])([H])[H])noc1C([H])([H])[H],0.1888
[H]c1c(N([H])[H])nn([H])c1C([H])([H])[H],0.0553
[H]c1c(N([H])[H])noc1C([H])([H])[H],0.0456
[H]Oc1nn([H])c(C([H])([H])[H])c1[H],0.0732
[H]Oc1noc(C([H])([H])[H])c1[H],0.1587
[H]c1nnc(C([H])([H])[H])c([H])n1,0.0052
[H]c1nnc([H])c(C([H])([H])[H])n1,0.0051
[H]c1nnnnc1C([H])([H])[H],0.0056
[H]c1c(C([H])([H])[H])c(C([H])([H])[H])nn1[H],0.0895
[H]c1c(C([H])([H])[H])c(N([H])[H])nn1[H],0.0061
[H]Oc1nn([H])c([H])c1C([H])([H])[H],0.1065
[H]c1onc(C([H])([H])[H])c1C([H])([H])[H],0.1029
[H]c1onc(N([H])[H])c1C([H])([H])[H],0.0894
[H]Oc1noc([H])c1C([H])([H])[H],0.113
[H]n1nc(C([H])([H])[H])nc1C([H])([H])[H],0.005
[H]C([H])([H])c1noc(C([H])([H])[H])n1,0.0046
[H]N([H])c1nc(C([H])([H])[H])n([H])n1,0.0827
[H]N([H])c1noc(C([H])([H])[H])n1,0.0549
[H]Oc1nc(C([H])([H])[H])n([H])n1,0.1255
[H]Oc1noc(C([H])([H])[H])n1,0.0941
[H]c1nnc(C([H])([H])[H])nc1[H],0.0048
[H]c1nnnc(C([H])([H])[H])n1,0.0062
[H]n1c(C([H])([H])[H])nnc1C([H])([H])[H],0
[H]C([H])([H])c1nnc(C([H])([H])[H])o1,0
[H]n1nc(C([H])([H])[H])n([H])c1=O,0.1341
[H]n1nc(C([H])([H])[H])oc1=O,0.1707
[H]c1c(C([H])([H])[H])nn([H])c1N([H])[H],0.0117
[H]N([H])c1nc(C([H])([H])[H])nn1[H],0.009
[H]Oc1c([H])c(C([H])([H])[H])nn1[H],0.0009
[H]Oc1nc(C([H])([H])[H])nn1[H],0.0001
[H]c1c(N([H])[H])c(C([H])([H])[H])nn1[H],0.0088
[H]Oc1c(C([H])([H])[H])nn([H])c1[H],0
[H]n1nc(C([H])([H])[H])c(C([H])([H])[H])n1,0.1217
[H]N([H])c1nn([H])nc1C([H])([H])[H],0.1268
[H]Oc1nn([H])nc1C([H])([H])[H],0.1373
[H]n1c(C([H])([H])[H])noc1=O,0.0018
[H]C([H])([H])c1noc(=O)o1,0.0005
[H]c1c(C([H])([H])[H])noc1N([H])[H],0.081
[H]N([H])c1nc(C([H])([H])[H])no1,0.1314
[H]c1onc(C([H])([H])[H])c1N([H])[H],0.0945
[H]C([H])([H])c1nonc1C([H])([H])[H],0
[H]N([H])c1nonc1C([H])([H])[H],0.096
[H]c1nn([H])c(C([H])([H])C([H])([H])[H])c1[H],0.1788
[H]c1noc(C([H])([H])C([H])([H])[H])c1[H],0.1954
[H]c1nnn([H])c1C([H])([H])C([H])([H])[H],0.0094
[H]c1nnoc1C([H])([H])C([H])([H])[H],0.0077
[H]c1nn([H])c([H])c1C([H])([H])C([H])([H])[H],0.0777
[H]c1c(C([H])([H])C([H])([H])[H])nnn1[H],0.0084
[H]c1noc([H])c1C([H])([H])C([H])([H])[H],0.0869
[H]c1onnc1C([H])([H])C([H])([H])[H],0.0068
[H]c1nc(C([H])([H])C([H])([H])[H])n([H])n1,0.0047
[H]c1noc(C([H])([H])C([H])([H])[H])n1,0.0047
[H]c1c(C([H])([H])C([H])([H])[H])nn([H])c1[H],0.0791
[H]c1nc(C([H])([H])C([H])([H])[H])nn1[H],0.0051
[H]c1nn([H])nc1C([H])([H])C([H])([H])[H],0.0397
[H]n1nnc(C([H])([H])C([H])([H])[H])n1,0.0093
[H]c1onc(C([H])([H])C([H])([H])[H])c1[H],0.1163
[H]c1nc(C([H])([H])C([H])([H])[H])no1,0.0047
[H]c1nonc1C([H])([H])C([H])([H])[H],0.0001
[H]C([H])([H])C([H])([H])c1nnon1,0.0062
[H]c1nn(C([H])([H])C([H])([H])[H])c([H])c1[H],0.1217
[H]c1nnn(C([H])([H])C([H])([H])[H])c1[H],0.0071
[H]c1nc([H])n(C([H])([H])C([H])([H])[H])n1,0.0041
[H]c1nnc([H])n1C([H])([H])C([H])([H])[H],0
[H]c1nnnn1C([H])([H])C([H])([H])[H],0.0037
[H]c1nn(C([H])([H])C([H])([H])[H])nc1[H],0.0001
[H]c1nnn(C([H])([H])C([H])([H])[H])n1,0.0074
[H]C([H])([H])C([H])([H])n1nnnn1,0
[H]c1nn(C([H])([H])[H])c([H])c1C([H])([H])[H],0.108
[H]c1c(C([H])([H])[H])nnn1C([H])([H])[H],0.0071
[H]c1nn(C([H])([H])[H])c([H])c1N([H])[H],0.0841
[H]c1c(N([H])[H])nnn1C([H])([H])[H],0.0901
[H]Oc1c([H])nn(C([H])([H])[H])c1[H],0.1411
[H]Oc1nnn(C([H])([H])[H])c1[H],0.112
[H]c1c(C([H])([H])[H])nn(C([H])([H])[H])c1[H],0.1304
[H]c1c(N([H])[H])nn(C([H])([H])[H])c1[H],0.1413
[H]Oc1nn(C([H])([H])[H])c([H])c1[H],0.1586
[H]c1nc(C([H])([H])[H])nn1C([H])([H])[H],0.0044
[H]c1nc(N([H])[H])nn1C([H])([H])[H],0.1144
[H]Oc1nc([H])n(C([H])([H])[H])n1,0.1282
[H]c1nn([H])c(=O)n1C([H])([H])[H],0.1105
[H]c1noc(=O)n1C([H])([H])[H],0.1157
[H]c1nn(C([H])([H])[H])nc1C([H])([H])[H],0.1821
[H]c1nn(C([H])([H])[H])nc1N([H])[H],0.1652
[H]Oc1nn(C([H])([H])[H])nc1[H],0.1864
[H]c1nn(C([H])([H])[H])c(C([H])([H])[H])c1[H],0.1299
[H]c1nn(C([H])([H])[H])c(N([H])[H])c1[H],0.01
[H]Oc1c([H])c([H])nn1C([H])([H])[H],0.0007
[H]c1nc(C([H])([H])[H])n(C([H])([H])[H])n1,0.0043
[H]c1nc(N([H])[H])n(C([H])([H])[H])n1,0.0225
[H]Oc1nc([H])nn1C([H])([H])[H],0.0013
[H]c1nn(C([H])([H])[H])c(=O)n1[H],0.1238
[H]c1nn(C([H])([H])[H])c(=O)o1,0.1183
[H]C([H])([H])c1nnn(C([H])([H])[H])n1,0.0081
[H]N([H])c1nnn(C([H])([H])[H])n1,0.1076
[H]Oc1nnn(C([H])([H])[H])n1,0.1283
[H]c1nnn(C([H])([H])[H])c1C([H])([H])[H],0.0085
[H]c1nnn(C([H])([H])[H])c1N([H])[H],0.0202
[H]Oc1c([H])nnn1C([H])([H])[H],0.0093
[H]n1nnn(C([H])([H])[H])c1=O,0.0108
[H]C([H])([H])n1nnoc1=O,0.0092
[H]c1noc(=NC([H])([H])[H])n1[H],0.0618
[H]n1nnn([H])c1=NC([H])([H])[H],0.0394
[H]c1noc(=NC([H])([H])[H])o1,0.0362
[H]C([H])([H])N=c1onno1,0.0169
[H]c1nn([H])c(N([H])C([H])([H])[H])c1[H],0.0183
[H]c1noc(N([H])C([H])([H])[H])c1[H],0.233
[H]c1nnn([H])c1N([H])C([H])([H])[H],0.0584
[H]c1nnoc1N([H])C([H])([H])[H],0.1904
[H]c1nn([H])c([H])c1N([H])C([H])([H])[H],0.0605
[H]c1c(N([H])C([H])([H])[H])nnn1[H],0.0674
[H]c1noc([H])c1N([H])C([H])([H])[H],0.0588
[H]c1onnc1N([H])C([H])([H])[H],0.054
[H]c1nc(N([H])C([H])([H])[H])n([H])n1,0.0044
[H]c1noc(N([H])C([H])([H])[H])n1,0.2228
[H]c1c(N([H])C([H])([H])[H])nn([H])c1[H],0.0892
[H]c1nc(N([H])C([H])([H])[H])nn1[H],0.0517
[H]c1nn([H])nc1N([H])C([H])([H])[H],0.1067
[H]N(c1nnn([H])n1)C([H])([H])[H],0.0612
[H]c1onc(N([H])C([H])([H])[H])c1[H],0.0749
[H]c1nc(N([H])C([H])([H])[H])no1,0.0404
[H]c1nonc1N([H])C([H])([H])[H],0.079
[H]N(c1nnon1)C([H])([H])[H],0.0372
[H]c1nn([H])c(OC([H])([H])[H])c1[H],0.0077
[H]c1noc(OC([H])([H])[H])c1[H],0.175
[H]c1nnoc1OC([H])([H])[H],0.1356
[H]c1nn([H])c([H])c1OC([H])([H])[H],0.1201
[H]c1c(OC([H])([H])[H])nnn1[H],0.1017
[H]c1noc([H])c1OC([H])([H])[H],0.0816
[H]c1onnc1OC([H])([H])[H],0.0864
[H]c1noc(OC([H])([H])[H])n1,0.0032
[H]c1c(OC([H])([H])[H])nn([H])c1[H],0.0835
[H]c1nc(OC([H])([H])[H])nn1[H],0.0677
[H]c1nn([H])nc1OC([H])([H])[H],0.1051
[H]n1nnc(OC([H])([H])[H])n1,0.0088
[H]c1onc(OC([H])([H])[H])c1[H],0.0612
[H]c1nc(OC([H])([H])[H])no1,0.0054
[H]c1nonc1OC([H])([H])[H],0.0684
[H]C([H])([H])Oc1nnon1,0.0072
[H]c1nn([H])c(C#N)c1[H],0.278
[H]c1noc(C#N)c1[H],0.2626
[H]c1nnoc1C#N,0.0039
[H]c1nn([H])c([H])c1C#N,0.1732
[H]c1c(C#N)nnn1[H],0.0098
[H]c1noc([H])c1C#N,0.1123
[H]c1onnc1C#N,0.0061
[H]c1noc(C#N)n1,0.0048
[H]c1c(C#N)nn([H])c1[H],0.1547
[H]c1nc(C#N)nn1[H],0.0023
[H]c1nn([H])nc1C#N,0.2023
[H]c1onc(C#N)c1[H],0.0854
[H]c1nc(C#N)no1,0.0039
[H]c1nonc1C#N,0.0002
N#Cc1nnon1,0.0031
[H]N=c1nnn([H])c([H])c1[H],0.006
[H]N=c1c([H])noc([H])c1[H],0.0051
[H]N=c1nnoc([H])c1[H],0.0055
[H]N=c1c([H])nn([H])nc1[H],0.0316
[H]N=c1nnn([H])nc1[H],0.0061
[H]N=c1nc([H])onc1[H],0
[H]N=c1c([H])nonc1[H],0.0018
[H]N=c1nnonc1[H],0.0035
[H]N=c1nnn([H])c([H])n1,0.0057
[H]N=c1nnn([H])nn1,0.0045
[H]N=c1nnonn1,0.0009
[H]N=c1c([H])c([H])c([H])nn1[H],0.044
[H]N=c1c([H])nc([H])nn1[H],0.0517
[H]N=c1c([H])c([H])nnn1[H],0.0041
[H]N=c1nc([H])nnn1[H],0.0049
[H]N=c1onc([H])c([H])c1[H],0.0671
[H]N=c1nc([H])c([H])no1,0.0031
[H]N=c1onc([H])nc1[H],0.0023
[H]N=c1onnc([H])c1[H],0.0026
[H]N=c1nc([H])nno1,0.0042
[H]c1nn([H])c(N([H])[H])c1N([H])[H],0.0168
[H]c1noc(N([H])[H])c1N([H])[H],0.1585
[H]N([H])c1nnn([H])c1N([H])[H],0.0681
[H]N([H])c1nnoc1N([H])[H],0.139
[H]Oc1c([H])nn([H])c1N([H])[H],0.0001
[H]Oc1nnn([H])c1N([H])[H],0.0971
[H]Oc1nnoc1N([H])[H],0.1613
[H]Oc1c(N([H])[H])c([H])nn1[H],0.0005
[H]Oc1c(N([H])[H])nnn1[H],0.0118
[H]c1c(N([H])[H])nn([H])c1N([H])[H],0.0088
[H]c1c(N([H])[H])noc1N([H])[H],0.0295
[H]Oc1nn([H])c(N([H])[H])c1[H],0.0111
[H]Oc1noc(N([H])[H])c1[H],0.0406
[H]c1nnc(N([H])[H])c([H])n1,0.0055
[H]c1nnc([H])c(N([H])[H])n1,0.0043
[H]c1nnnnc1N([H])[H],0.0055
[H]c1c(N([H])[H])c(N([H])[H])nn1[H],0.0089
[H]Oc1nn([H])c([H])c1N([H])[H],0.0553
[H]c1onc(N([H])[H])c1N([H])[H],0.0068
[H]Oc1noc([H])c1N([H])[H],0.0908
[H]N([H])c1nc(N([H])[H])n([H])n1,0.0047
[H]N([H])c1noc(N([H])[H])n1,0.017
[H]Oc1nc(N([H])[H])n([H])n1,0.0068
[H]Oc1noc(N([H])[H])n1,0.0282
[H]c1nnc(N([H])[H])nc1[H],0.0052
[H]c1nnnc(N([H])[H])n1,0.0063
[H]N([H])c1nnc(N([H])[H])n1[H],0.0102
[H]N([H])c1nnc(N([H])[H])o1,0.0002
[H]N([H])c1nn([H])c(=O)n1[H],0.0122
[H]N([H])c1nn([H])c(=O)o1,0.0206
[H]Oc1c([H])c(N([H])[H])nn1[H],0.0004
[H]Oc1nc(N([H])[H])nn1[H],0.0017
[H]N([H])c1nn([H])nc1N([H])[H],0.1552
[H]Oc1nn([H])nc1N([H])[H],0.149
[H]N([H])c1noc(=O)n1[H],0.0108
[H]N([H])c1noc(=O)o1,0.0058
[H]N([H])c1nonc1N([H])[H],0.1447
[H]c1noc(C([H])([H])N([H])[H])n1,0.0183
[H]N([H])C([H])([H])c1nnon1,0.0085
[H]c1nn([H])c([H])c([H])c1=O,0.0003
[H]c1onc([H])c(=O)c1[H],0.0003
[H]c1nc(=O)c([H])no1,0.0003
[H]c1nonc([H])c1=O,0
[H]c1nonnc1=O,0.0003
O=c1nnonn1,0.0003
[H]c1nn([H])c(=O)c([H])c1[H],0.0012
[H]c1nc(=O)n([H])nc1[H],0.0032
[H]c1nc([H])c(=O)n([H])n1,0.0022
[H]c1nnn([H])c(=O)c1[H],0.0037
[H]c1nnn([H])c(=O)n1,0.0044
[H]c1noc(=O)c([H])c1[H],0.0014
[H]c1noc(=O)nc1[H],0.0033
[H]c1noc(=O)c([H])n1,0.0022
[H]c1nnoc(=O)c1[H],0.0031
[H]c1nnoc(=O)n1,0.0045
[H]C(=O)c1c([H])c([H])nn1[H],0.0004
[H]C(=O)c1onc([H])c1[H],0.0003
[H]C(=O)c1onnc1[H],0.0002
[H]C(=O)c1c([H])nn([H])c1[H],0.0003
[H]C(=O)c1nnn([H])c1[H],0.0003
[H]C(=O)c1c([H])noc1[H],0.0002
[H]C(=O)c1nnoc1[H],0.0003
[H]C(=O)c1nc([H])no1,0.0002
[H]C(=O)c1nn([H])c([H])c1[H],0.0002
[H]C(=O)c1nn([H])nc1[H],0.0002
[H]C(=O)c1noc([H])c1[H],0.0003
[H]C(=O)c1noc([H])n1,0.0002
[H]C(=O)c1nonc1[H],0.0002
[H]C(=O)c1nnon1,0.0002
[H]C(=O)n1nc([H])c([H])c1[H],0.001
[H]C(=O)n1nnc([H])c1[H],0.0038
[H]C(=O)n1nc([H])nc1[H],0.0017
[H]C(=O)n1c([H])nnc1[H],0.0016
[H]C(=O)n1nnnc1[H],0.0028
[H]C(=O)n1nc([H])c([H])n1,0.0009
[H]C(=O)n1nnc([H])n1,0.0031
[H]C(=O)n1nnnn1,0.0032
[H]Oc1c([H])nn([H])c1O[H],0.0044
[H]Oc1nnc([H])nc1[H],0.0057
[H]Oc1nc([H])nnc1[H],0.0042
[H]Oc1nnnnc1[H],0.0054
